Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,G004.fsa,G016.fsa,G073.fsa,G093.fsa,H011.fsa,H130.fsa,L070.fsa,L117.fsa,V002.fsa,V008.fsa,V050.fsa,V116.fsa
fadD,fadD,Long-chain-fatty-acid--CoA ligase,12,12,1.0,1,12282,,,,1701,1761,1706.0,BEOABDLH_01055,IGIKDAHF_00728,DPGEGJOO_00591,MPBMMNBG_00864,INCINKBK_01079,AAIMJHFH_01508,CEOONHHG_00537,NAIMLHBL_00585,FBJECBCC_00627,DHFEOIJP_00804,EGPCAGCP_00601,FIDFLPKG_00833
otsA,otsA,Trehalose-6-phosphate synthase,12,12,1.0,1,12281,,,,1407,1407,1407.0,BEOABDLH_01053,IGIKDAHF_00726,DPGEGJOO_00589,MPBMMNBG_00862,INCINKBK_01077,AAIMJHFH_01506,CEOONHHG_00535,NAIMLHBL_00583,FBJECBCC_00625,DHFEOIJP_00802,EGPCAGCP_00599,FIDFLPKG_00831
group_7783,,hypothetical protein,12,12,1.0,1,12280,,,,864,864,864.0,BEOABDLH_06367,IGIKDAHF_05935,DPGEGJOO_06318,MPBMMNBG_06042,INCINKBK_06170,AAIMJHFH_06686,CEOONHHG_06125,NAIMLHBL_05700,FBJECBCC_05747,DHFEOIJP_05586,EGPCAGCP_05663,FIDFLPKG_06514
group_7782,,hypothetical protein,12,12,1.0,1,12279,,,,1242,1251,1249.75,BEOABDLH_05179,IGIKDAHF_04819,DPGEGJOO_04541,MPBMMNBG_04948,INCINKBK_05117,AAIMJHFH_05617,CEOONHHG_04727,NAIMLHBL_05045,FBJECBCC_04567,DHFEOIJP_04840,EGPCAGCP_04578,FIDFLPKG_04983
group_7781,,hypothetical protein,12,12,1.0,1,12278,,,,489,537,507.25,BEOABDLH_03166,IGIKDAHF_02789,DPGEGJOO_02522,MPBMMNBG_02845,INCINKBK_03071,AAIMJHFH_03614,CEOONHHG_02510,NAIMLHBL_02597,FBJECBCC_02546,DHFEOIJP_02822,EGPCAGCP_02558,FIDFLPKG_02888
rimP,rimP,Ribosome maturation factor RimP,12,12,1.0,1,12276,,,,606,606,606.0,BEOABDLH_00639,IGIKDAHF_00264,DPGEGJOO_00200,MPBMMNBG_00453,INCINKBK_00636,AAIMJHFH_01115,CEOONHHG_00111,NAIMLHBL_00123,FBJECBCC_00236,DHFEOIJP_00366,EGPCAGCP_00200,FIDFLPKG_00437
glgX_1,glgX_1,Glycogen debranching enzyme,12,12,1.0,1,12275,,,,1977,1980,1978.0,BEOABDLH_04790,IGIKDAHF_04464,DPGEGJOO_04158,MPBMMNBG_04586,INCINKBK_04759,AAIMJHFH_05263,CEOONHHG_04343,NAIMLHBL_04414,FBJECBCC_04183,DHFEOIJP_04490,EGPCAGCP_04192,FIDFLPKG_04600
glgA1,glgA1,Glycogen synthase 1,12,12,1.0,1,12274,,,,1443,1443,1443.0,BEOABDLH_04788,IGIKDAHF_04462,DPGEGJOO_04156,MPBMMNBG_04584,INCINKBK_04757,AAIMJHFH_05261,CEOONHHG_04341,NAIMLHBL_04412,FBJECBCC_04181,DHFEOIJP_04488,EGPCAGCP_04190,FIDFLPKG_04598
group_7779,,hypothetical protein,12,12,1.0,1,12273,,,,2004,2004,2004.0,BEOABDLH_05760,IGIKDAHF_05240,DPGEGJOO_05100,MPBMMNBG_05344,INCINKBK_05664,AAIMJHFH_06137,CEOONHHG_05206,NAIMLHBL_04830,FBJECBCC_05130,DHFEOIJP_05448,EGPCAGCP_05337,FIDFLPKG_05905
gsiD_3~~~gsiD_6,gsiD_3;gsiD_6,Glutathione transport system permease protein GsiD,12,12,1.0,1,12272,,,,828,828,828.0,BEOABDLH_05758,IGIKDAHF_05238,DPGEGJOO_05098,MPBMMNBG_05342,INCINKBK_05662,AAIMJHFH_06135,CEOONHHG_05204,NAIMLHBL_04828,FBJECBCC_05128,DHFEOIJP_05446,EGPCAGCP_05335,FIDFLPKG_05903
group_7777,,Multifunctional alkaline phosphatase superfamily protein,12,12,1.0,1,12270,,,,1545,1545,1545.0,BEOABDLH_07478,IGIKDAHF_06681,DPGEGJOO_06751,MPBMMNBG_06997,INCINKBK_06945,AAIMJHFH_07013,CEOONHHG_07213,NAIMLHBL_06687,FBJECBCC_06711,DHFEOIJP_06823,EGPCAGCP_07120,FIDFLPKG_07631
oppD_12~~~oppD_11~~~oppD_14,oppD_12;oppD_11;oppD_14,Oligopeptide transport ATP-binding protein OppD,12,12,1.0,1,12269,,,,1008,1008,1008.0,BEOABDLH_07476,IGIKDAHF_06679,DPGEGJOO_06749,MPBMMNBG_06995,INCINKBK_06943,AAIMJHFH_07011,CEOONHHG_07211,NAIMLHBL_06685,FBJECBCC_06709,DHFEOIJP_06821,EGPCAGCP_07118,FIDFLPKG_07629
group_7776,,2-ketogluconate reductase,12,12,1.0,1,12268,,,,948,948,948.0,BEOABDLH_06727,IGIKDAHF_06037,DPGEGJOO_06514,MPBMMNBG_06120,INCINKBK_06334,AAIMJHFH_07272,CEOONHHG_06428,NAIMLHBL_06028,FBJECBCC_05944,DHFEOIJP_06213,EGPCAGCP_06285,FIDFLPKG_06772
group_7775,,hypothetical protein,12,12,1.0,1,12267,,,,393,393,393.0,BEOABDLH_02033,IGIKDAHF_01718,DPGEGJOO_01510,MPBMMNBG_01809,INCINKBK_01927,AAIMJHFH_02466,CEOONHHG_01498,NAIMLHBL_01561,FBJECBCC_01534,DHFEOIJP_01708,EGPCAGCP_01556,FIDFLPKG_01811
groS5_1,groS5_1,10 kDa chaperonin 5,12,12,1.0,1,12266,,,,318,318,318.0,BEOABDLH_02031,IGIKDAHF_01716,DPGEGJOO_01508,MPBMMNBG_01807,INCINKBK_01925,AAIMJHFH_02464,CEOONHHG_01496,NAIMLHBL_01559,FBJECBCC_01532,DHFEOIJP_01705,EGPCAGCP_01554,FIDFLPKG_01809
ghrA_1,ghrA_1,Glyoxylate/hydroxypyruvate reductase A,12,12,1.0,1,12265,,,,960,960,960.0,BEOABDLH_00701,IGIKDAHF_00325,DPGEGJOO_00262,MPBMMNBG_00513,INCINKBK_00700,AAIMJHFH_01177,CEOONHHG_00173,NAIMLHBL_00184,FBJECBCC_00299,DHFEOIJP_00428,EGPCAGCP_00262,FIDFLPKG_00499
yejE,yejE,Inner membrane ABC transporter permease protein YejE,12,12,1.0,1,12264,,,,1149,1149,1149.0,BEOABDLH_00699,IGIKDAHF_00323,DPGEGJOO_00260,MPBMMNBG_00511,INCINKBK_00698,AAIMJHFH_01175,CEOONHHG_00171,NAIMLHBL_00182,FBJECBCC_00297,DHFEOIJP_00426,EGPCAGCP_00260,FIDFLPKG_00497
dppB_5,dppB_5,Dipeptide transport system permease protein DppB,12,12,1.0,1,12263,,,,1068,1068,1068.0,BEOABDLH_05333,IGIKDAHF_04981,DPGEGJOO_04696,MPBMMNBG_05112,INCINKBK_05276,AAIMJHFH_05771,CEOONHHG_04883,NAIMLHBL_05211,FBJECBCC_04722,DHFEOIJP_05002,EGPCAGCP_04733,FIDFLPKG_05138
group_7774,,hypothetical protein,12,12,1.0,1,12262,,,,447,603,466.0,BEOABDLH_01433,IGIKDAHF_01119,DPGEGJOO_00966,MPBMMNBG_01310,INCINKBK_01443,AAIMJHFH_01887,CEOONHHG_00913,NAIMLHBL_00958,FBJECBCC_01001,DHFEOIJP_01161,EGPCAGCP_01016,FIDFLPKG_01258
rna,rna,Ribonuclease I,12,12,1.0,1,12259,,,,504,759,727.25,BEOABDLH_04015,IGIKDAHF_03680,DPGEGJOO_03369,MPBMMNBG_03708,INCINKBK_03942,AAIMJHFH_04485,CEOONHHG_03555,NAIMLHBL_03564,FBJECBCC_03394,DHFEOIJP_03685,EGPCAGCP_03406,FIDFLPKG_03734
group_7771,,hypothetical protein,12,12,1.0,1,12258,,,,483,483,483.0,BEOABDLH_04804,IGIKDAHF_04478,DPGEGJOO_04172,MPBMMNBG_04600,INCINKBK_04773,AAIMJHFH_05277,CEOONHHG_04357,NAIMLHBL_04428,FBJECBCC_04197,DHFEOIJP_04504,EGPCAGCP_04206,FIDFLPKG_04614
ycf3,ycf3,Photosystem I assembly protein Ycf3,12,12,1.0,1,12257,,,,870,870,870.0,BEOABDLH_04802,IGIKDAHF_04476,DPGEGJOO_04170,MPBMMNBG_04598,INCINKBK_04771,AAIMJHFH_05275,CEOONHHG_04355,NAIMLHBL_04426,FBJECBCC_04195,DHFEOIJP_04502,EGPCAGCP_04204,FIDFLPKG_04612
ugpC_12~~~ugpC_10~~~ugpC_13,ugpC_12;ugpC_10;ugpC_13,sn-glycerol-3-phosphate import ATP-binding protein UgpC,12,12,1.0,1,12256,,,,1083,1083,1083.0,BEOABDLH_05820,IGIKDAHF_05298,DPGEGJOO_05160,MPBMMNBG_05420,INCINKBK_05722,AAIMJHFH_06197,CEOONHHG_05267,NAIMLHBL_04603,FBJECBCC_05190,DHFEOIJP_05505,EGPCAGCP_05397,FIDFLPKG_05967
group_7770,,hypothetical protein,12,12,1.0,1,12255,,,,1164,1164,1164.0,BEOABDLH_04444,IGIKDAHF_04107,DPGEGJOO_03795,MPBMMNBG_04160,INCINKBK_04365,AAIMJHFH_04916,CEOONHHG_03991,NAIMLHBL_03987,FBJECBCC_03820,DHFEOIJP_04111,EGPCAGCP_03842,FIDFLPKG_04185
group_7769,,hypothetical protein,12,12,1.0,1,12254,,,,1164,1164,1164.0,BEOABDLH_01313,IGIKDAHF_00986,DPGEGJOO_00849,MPBMMNBG_01188,INCINKBK_01331,AAIMJHFH_01766,CEOONHHG_00797,NAIMLHBL_00843,FBJECBCC_00885,DHFEOIJP_01049,EGPCAGCP_00858,FIDFLPKG_01122
group_7767,,hypothetical protein,12,12,1.0,1,12252,,,,330,330,330.0,BEOABDLH_00910,IGIKDAHF_00575,DPGEGJOO_00447,MPBMMNBG_00712,INCINKBK_00925,AAIMJHFH_01363,CEOONHHG_00393,NAIMLHBL_00432,FBJECBCC_00483,DHFEOIJP_00654,EGPCAGCP_00458,FIDFLPKG_00684
melA_2,melA_2,Alpha-galactosidase,12,12,1.0,1,12251,,,,1371,1371,1371.0,BEOABDLH_06135,IGIKDAHF_05762,DPGEGJOO_06125,MPBMMNBG_05857,INCINKBK_05978,AAIMJHFH_06378,CEOONHHG_05790,NAIMLHBL_05529,FBJECBCC_05553,DHFEOIJP_05889,EGPCAGCP_06013,FIDFLPKG_06277
group_7766,,hypothetical protein,12,12,1.0,1,12250,,,,1134,1137,1136.0,BEOABDLH_06133,IGIKDAHF_05760,DPGEGJOO_06123,MPBMMNBG_05855,INCINKBK_05976,AAIMJHFH_06376,CEOONHHG_05788,NAIMLHBL_05527,FBJECBCC_05551,DHFEOIJP_05887,EGPCAGCP_06011,FIDFLPKG_06275
group_7765,,hypothetical protein,12,12,1.0,1,12249,,,,354,354,354.0,BEOABDLH_07083,IGIKDAHF_06390,DPGEGJOO_05636,MPBMMNBG_06540,INCINKBK_06685,AAIMJHFH_07635,CEOONHHG_06820,NAIMLHBL_06381,FBJECBCC_06324,DHFEOIJP_06563,EGPCAGCP_06626,FIDFLPKG_07164
epi,epi,Ethylmalonyl-CoA/methylmalonyl-CoA epimerase,12,12,1.0,1,12248,,,,405,405,405.0,BEOABDLH_02355,IGIKDAHF_02051,DPGEGJOO_01832,MPBMMNBG_02143,INCINKBK_02268,AAIMJHFH_02789,CEOONHHG_01819,NAIMLHBL_01893,FBJECBCC_01857,DHFEOIJP_02039,EGPCAGCP_01877,FIDFLPKG_02133
birA,birA,Bifunctional ligase/repressor BirA,12,12,1.0,1,12247,,,,765,765,765.0,BEOABDLH_02353,IGIKDAHF_02049,DPGEGJOO_01830,MPBMMNBG_02141,INCINKBK_02266,AAIMJHFH_02787,CEOONHHG_01817,NAIMLHBL_01891,FBJECBCC_01855,DHFEOIJP_02037,EGPCAGCP_01875,FIDFLPKG_02131
group_7764,,hypothetical protein,12,12,1.0,1,12246,,,,804,822,814.5,BEOABDLH_06091,IGIKDAHF_05704,DPGEGJOO_06084,MPBMMNBG_05810,INCINKBK_05920,AAIMJHFH_06308,CEOONHHG_05749,NAIMLHBL_05941,FBJECBCC_05512,DHFEOIJP_05828,EGPCAGCP_05971,FIDFLPKG_06235
ves,ves,Protein Ves,12,12,1.0,1,12245,,,,576,594,580.5,BEOABDLH_06089,IGIKDAHF_05702,DPGEGJOO_06082,MPBMMNBG_05808,INCINKBK_05918,AAIMJHFH_06306,CEOONHHG_05747,NAIMLHBL_05939,FBJECBCC_05510,DHFEOIJP_05826,EGPCAGCP_05969,FIDFLPKG_06233
group_7763,,hypothetical protein,12,12,1.0,1,12244,,,,444,528,521.0,BEOABDLH_03975,IGIKDAHF_03634,DPGEGJOO_03329,MPBMMNBG_03662,INCINKBK_03896,AAIMJHFH_04445,CEOONHHG_03515,NAIMLHBL_03518,FBJECBCC_03354,DHFEOIJP_03639,EGPCAGCP_03366,FIDFLPKG_03694
group_7761,,hypothetical protein,12,13,1.0833333333333333,1,12242,,,,822,2406,2231.3076923076924,BEOABDLH_05845;BEOABDLH_06483,IGIKDAHF_05561,DPGEGJOO_05953,MPBMMNBG_05663,INCINKBK_05778,AAIMJHFH_06792,CEOONHHG_05546,NAIMLHBL_05795,FBJECBCC_05381,DHFEOIJP_05682,EGPCAGCP_05779,FIDFLPKG_06001
group_7760,,hypothetical protein,12,12,1.0,1,12241,,,,390,390,390.0,BEOABDLH_01260,IGIKDAHF_00932,DPGEGJOO_00796,MPBMMNBG_01135,INCINKBK_01277,AAIMJHFH_01713,CEOONHHG_00744,NAIMLHBL_00789,FBJECBCC_00832,DHFEOIJP_00996,EGPCAGCP_00805,FIDFLPKG_01069
group_7759,,hypothetical protein,12,12,1.0,1,12239,,,,1128,1146,1142.0,BEOABDLH_03178,IGIKDAHF_02797,DPGEGJOO_02534,MPBMMNBG_02853,INCINKBK_03079,AAIMJHFH_03626,CEOONHHG_02521,NAIMLHBL_02605,FBJECBCC_02558,DHFEOIJP_02831,EGPCAGCP_02570,FIDFLPKG_02900
cmk~~~cmk_1,cmk;cmk_1,Cytidylate kinase,12,12,1.0,1,12237,,,,648,648,648.0,BEOABDLH_00617,IGIKDAHF_00233,DPGEGJOO_00178,MPBMMNBG_00427,INCINKBK_00605,AAIMJHFH_01093,CEOONHHG_00089,NAIMLHBL_00092,FBJECBCC_00214,DHFEOIJP_00329,EGPCAGCP_00150,FIDFLPKG_00415
group_7757,,hypothetical protein,12,12,1.0,1,12236,,,,1560,1566,1564.75,BEOABDLH_00615,IGIKDAHF_00231,DPGEGJOO_00176,MPBMMNBG_00425,INCINKBK_00603,AAIMJHFH_01091,CEOONHHG_00087,NAIMLHBL_00090,FBJECBCC_00212,DHFEOIJP_00327,EGPCAGCP_00148,FIDFLPKG_00413
group_7755,,hypothetical protein,12,12,1.0,1,12234,,,,624,624,624.0,BEOABDLH_04436,IGIKDAHF_04099,DPGEGJOO_03787,MPBMMNBG_04152,INCINKBK_04357,AAIMJHFH_04908,CEOONHHG_03983,NAIMLHBL_03979,FBJECBCC_03812,DHFEOIJP_04103,EGPCAGCP_03834,FIDFLPKG_04177
group_7754,,hypothetical protein,12,12,1.0,1,12233,,,,642,672,669.5,BEOABDLH_04434,IGIKDAHF_04097,DPGEGJOO_03785,MPBMMNBG_04150,INCINKBK_04355,AAIMJHFH_04906,CEOONHHG_03981,NAIMLHBL_03977,FBJECBCC_03810,DHFEOIJP_04101,EGPCAGCP_03832,FIDFLPKG_04175
ctaB,ctaB,Protoheme IX farnesyltransferase,12,12,1.0,1,12232,,,,951,951,951.0,BEOABDLH_01574,IGIKDAHF_01273,DPGEGJOO_01104,MPBMMNBG_01447,INCINKBK_01604,AAIMJHFH_02028,CEOONHHG_01052,NAIMLHBL_01111,FBJECBCC_01139,DHFEOIJP_01317,EGPCAGCP_01154,FIDFLPKG_01398
phzF_1,phzF_1,Trans-23-dihydro-3-hydroxyanthranilate isomerase,12,12,1.0,1,12230,,,,912,912,912.0,BEOABDLH_03863,IGIKDAHF_03518,DPGEGJOO_03217,MPBMMNBG_03531,INCINKBK_03780,AAIMJHFH_04331,CEOONHHG_03402,NAIMLHBL_03402,FBJECBCC_03242,DHFEOIJP_03527,EGPCAGCP_03257,FIDFLPKG_03584
ydcO,ydcO,Inner membrane protein YdcO,12,12,1.0,1,12227,,,,1200,1200,1200.0,BEOABDLH_04206,IGIKDAHF_03869,DPGEGJOO_03559,MPBMMNBG_03901,INCINKBK_04129,AAIMJHFH_04677,CEOONHHG_03744,NAIMLHBL_03753,FBJECBCC_03585,DHFEOIJP_03878,EGPCAGCP_03606,FIDFLPKG_03948
group_7748,,hypothetical protein,12,12,1.0,1,12222,,,,3219,3258,3247.75,BEOABDLH_02689,IGIKDAHF_02392,DPGEGJOO_02120,MPBMMNBG_02443,INCINKBK_02569,AAIMJHFH_03191,CEOONHHG_02113,NAIMLHBL_02144,FBJECBCC_02145,DHFEOIJP_02424,EGPCAGCP_02166,FIDFLPKG_02488
nrdF2,nrdF2,Ribonucleoside-diphosphate reductase subunit beta nrdF2,12,12,1.0,1,12219,,,,975,975,975.0,BEOABDLH_04927,IGIKDAHF_04599,DPGEGJOO_04298,MPBMMNBG_04722,INCINKBK_04892,AAIMJHFH_05939,CEOONHHG_04480,NAIMLHBL_04550,FBJECBCC_04324,DHFEOIJP_04625,EGPCAGCP_04333,FIDFLPKG_04740
group_7745,,hypothetical protein,12,12,1.0,1,12217,,,,1608,1611,1610.75,BEOABDLH_04362,IGIKDAHF_04026,DPGEGJOO_03713,MPBMMNBG_04076,INCINKBK_04284,AAIMJHFH_04834,CEOONHHG_03909,NAIMLHBL_03905,FBJECBCC_03739,DHFEOIJP_04030,EGPCAGCP_03761,FIDFLPKG_04103
group_7744,,hypothetical protein,12,13,1.0833333333333333,1,12216,,,,369,810,747.4615384615385,BEOABDLH_02715,IGIKDAHF_02418,DPGEGJOO_02146,MPBMMNBG_02470,INCINKBK_02595,AAIMJHFH_03218;AAIMJHFH_03217,CEOONHHG_02139,NAIMLHBL_02170,FBJECBCC_02171,DHFEOIJP_02450,EGPCAGCP_02192,FIDFLPKG_02514
group_7743,,hypothetical protein,12,12,1.0,1,12215,,,,423,423,423.0,BEOABDLH_02713,IGIKDAHF_02416,DPGEGJOO_02144,MPBMMNBG_02468,INCINKBK_02593,AAIMJHFH_03215,CEOONHHG_02137,NAIMLHBL_02168,FBJECBCC_02169,DHFEOIJP_02448,EGPCAGCP_02190,FIDFLPKG_02512
group_7742,,hypothetical protein,12,12,1.0,1,12214,,,,720,720,720.0,BEOABDLH_03711,IGIKDAHF_03356,DPGEGJOO_03070,MPBMMNBG_03385,INCINKBK_03639,AAIMJHFH_04180,CEOONHHG_03251,NAIMLHBL_03241,FBJECBCC_03094,DHFEOIJP_03384,EGPCAGCP_03107,FIDFLPKG_03437
group_7740,,hypothetical protein,12,12,1.0,1,12212,,,,1356,1356,1356.0,BEOABDLH_02507,IGIKDAHF_02193,DPGEGJOO_01984,MPBMMNBG_02276,INCINKBK_02455,AAIMJHFH_03008,CEOONHHG_01972,NAIMLHBL_02035,FBJECBCC_02009,DHFEOIJP_02320,EGPCAGCP_02027,FIDFLPKG_02285
gcvT_2,gcvT_2,Aminomethyltransferase,12,12,1.0,1,12209,,,,2370,2370,2370.0,BEOABDLH_06434,IGIKDAHF_05519,DPGEGJOO_05912,MPBMMNBG_05619,INCINKBK_05738,AAIMJHFH_06748,CEOONHHG_05502,NAIMLHBL_05753,FBJECBCC_05340,DHFEOIJP_05639,EGPCAGCP_05735,FIDFLPKG_06581
yajO_8~~~yajO_11,yajO_8;yajO_11,1-deoxyxylulose-5-phosphate synthase YajO,12,12,1.0,1,12208,,,,1032,1032,1032.0,BEOABDLH_06592,IGIKDAHF_05514,DPGEGJOO_05901,MPBMMNBG_05617,INCINKBK_06218,AAIMJHFH_06746,CEOONHHG_06293,NAIMLHBL_05748,FBJECBCC_05329,DHFEOIJP_05634,EGPCAGCP_05724,FIDFLPKG_06579
group_7738,,hypothetical protein,12,12,1.0,1,12207,,,,756,756,756.0,BEOABDLH_05261,IGIKDAHF_04908,DPGEGJOO_04623,MPBMMNBG_05042,INCINKBK_05202,AAIMJHFH_05699,CEOONHHG_04810,NAIMLHBL_05138,FBJECBCC_04649,DHFEOIJP_04929,EGPCAGCP_04660,FIDFLPKG_05066
glk~~~glk_1,glk;glk_1,Glucokinase,12,12,1.0,1,12206,,,,1026,1026,1026.0,BEOABDLH_00694,IGIKDAHF_00318,DPGEGJOO_00255,MPBMMNBG_00506,INCINKBK_00693,AAIMJHFH_01170,CEOONHHG_00166,NAIMLHBL_00177,FBJECBCC_00292,DHFEOIJP_00421,EGPCAGCP_00255,FIDFLPKG_00492
dapB_1,dapB_1,4-hydroxy-tetrahydrodipicolinate reductase,12,12,1.0,1,12205,,,,825,825,825.0,BEOABDLH_00692,IGIKDAHF_00316,DPGEGJOO_00253,MPBMMNBG_00504,INCINKBK_00691,AAIMJHFH_01168,CEOONHHG_00164,NAIMLHBL_00175,FBJECBCC_00290,DHFEOIJP_00419,EGPCAGCP_00253,FIDFLPKG_00490
group_7737,,hypothetical protein,12,12,1.0,1,12204,,,,2355,2379,2367.25,BEOABDLH_02277,IGIKDAHF_01969,DPGEGJOO_01756,MPBMMNBG_02065,INCINKBK_02182,AAIMJHFH_02711,CEOONHHG_01742,NAIMLHBL_01811,FBJECBCC_01780,DHFEOIJP_01956,EGPCAGCP_01800,FIDFLPKG_02056
araC_2~~~araC_3,araC_2;araC_3,L-arabonate dehydratase,12,12,1.0,1,12203,,,,1785,1785,1785.0,BEOABDLH_04477,IGIKDAHF_04140,DPGEGJOO_03828,MPBMMNBG_04193,INCINKBK_04398,AAIMJHFH_04949,CEOONHHG_04025,NAIMLHBL_04020,FBJECBCC_03853,DHFEOIJP_04144,EGPCAGCP_03875,FIDFLPKG_04218
hprK,hprK,HPr kinase/phosphorylase,12,12,1.0,1,12202,,,,453,453,453.0,BEOABDLH_05449,IGIKDAHF_05096,DPGEGJOO_04812,MPBMMNBG_00361,INCINKBK_00518,AAIMJHFH_05887,CEOONHHG_04999,NAIMLHBL_05327,FBJECBCC_04838,DHFEOIJP_05121,EGPCAGCP_04849,FIDFLPKG_05255
estB,estB,Esterase EstB,12,12,1.0,1,12201,,,,1167,1167,1167.0,BEOABDLH_02233,IGIKDAHF_01930,DPGEGJOO_01712,MPBMMNBG_02018,INCINKBK_02133,AAIMJHFH_02667,CEOONHHG_01698,NAIMLHBL_01772,FBJECBCC_01736,DHFEOIJP_01916,EGPCAGCP_01756,FIDFLPKG_02012
mmcO~~~mmcO_1,mmcO;mmcO_1,Multicopper oxidase MmcO,12,12,1.0,1,12200,,,,1392,1392,1392.0,BEOABDLH_02231,IGIKDAHF_01928,DPGEGJOO_01710,MPBMMNBG_02016,INCINKBK_02131,AAIMJHFH_02665,CEOONHHG_01696,NAIMLHBL_01770,FBJECBCC_01734,DHFEOIJP_01914,EGPCAGCP_01754,FIDFLPKG_02010
msrP_3~~~msrP_2,msrP_3;msrP_2,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,12,12,1.0,1,12199,,,,663,663,663.0,BEOABDLH_04601,IGIKDAHF_04262,DPGEGJOO_03953,MPBMMNBG_04369,INCINKBK_04518,AAIMJHFH_05073,CEOONHHG_04151,NAIMLHBL_04212,FBJECBCC_03978,DHFEOIJP_04268,EGPCAGCP_04001,FIDFLPKG_04413
linC_1~~~linC_2,linC_1;linC_2,25-dichloro-25-cyclohexadiene-14-diol dehydrogenase,12,12,1.0,1,12197,,,,702,702,702.0,BEOABDLH_01146,IGIKDAHF_00811,DPGEGJOO_00683,MPBMMNBG_01029,INCINKBK_01159,AAIMJHFH_01599,CEOONHHG_00629,NAIMLHBL_00668,FBJECBCC_00719,DHFEOIJP_00882,EGPCAGCP_00692,FIDFLPKG_00924
group_7734,,hypothetical protein,12,12,1.0,1,12195,,,,993,993,993.0,BEOABDLH_04686,IGIKDAHF_04363,DPGEGJOO_04038,MPBMMNBG_04484,INCINKBK_00319,AAIMJHFH_05158,CEOONHHG_04236,NAIMLHBL_04313,FBJECBCC_04063,DHFEOIJP_04356,EGPCAGCP_04086,FIDFLPKG_04498
group_7733,,hypothetical protein,12,12,1.0,1,12194,,,,630,630,630.0,BEOABDLH_05290,IGIKDAHF_04939,DPGEGJOO_04653,MPBMMNBG_05071,INCINKBK_05233,AAIMJHFH_05728,CEOONHHG_04839,NAIMLHBL_05169,FBJECBCC_04679,DHFEOIJP_04960,EGPCAGCP_04690,FIDFLPKG_05095
group_7732,,hypothetical protein,12,12,1.0,1,12193,,,,651,651,651.0,BEOABDLH_05292,IGIKDAHF_04941,DPGEGJOO_04655,MPBMMNBG_05073,INCINKBK_05235,AAIMJHFH_05730,CEOONHHG_04841,NAIMLHBL_05171,FBJECBCC_04681,DHFEOIJP_04962,EGPCAGCP_04692,FIDFLPKG_05097
dcp,dcp,Dipeptidyl carboxypeptidase,12,12,1.0,1,12192,,,,2088,2088,2088.0,BEOABDLH_05189,IGIKDAHF_04829,DPGEGJOO_04551,MPBMMNBG_04958,INCINKBK_05127,AAIMJHFH_05627,CEOONHHG_04737,NAIMLHBL_05055,FBJECBCC_04577,DHFEOIJP_04850,EGPCAGCP_04588,FIDFLPKG_04993
group_7731,,Nucleoid-associated protein,12,12,1.0,1,12191,,,,324,324,324.0,BEOABDLH_00645,IGIKDAHF_00270,DPGEGJOO_00206,MPBMMNBG_00459,INCINKBK_00642,AAIMJHFH_01121,CEOONHHG_00117,NAIMLHBL_00129,FBJECBCC_00242,DHFEOIJP_00372,EGPCAGCP_00206,FIDFLPKG_00443
yhaZ,yhaZ,putative protein YhaZ,12,12,1.0,1,12190,,,,1116,1116,1116.0,BEOABDLH_04294,IGIKDAHF_03961,DPGEGJOO_03646,MPBMMNBG_03991,INCINKBK_04221,AAIMJHFH_04766,CEOONHHG_03833,NAIMLHBL_03841,FBJECBCC_03672,DHFEOIJP_03970,EGPCAGCP_03693,FIDFLPKG_04036
nagB~~~pgl,nagB;pgl,Glucosamine-6-phosphate deaminase;6-phosphogluconolactonase,12,12,1.0,1,12189,,,,699,699,699.0,BEOABDLH_01318,IGIKDAHF_00991,DPGEGJOO_00854,MPBMMNBG_01193,INCINKBK_01336,AAIMJHFH_01771,CEOONHHG_00802,NAIMLHBL_00848,FBJECBCC_00890,DHFEOIJP_01054,EGPCAGCP_00863,FIDFLPKG_01127
group_7730,,hypothetical protein,12,12,1.0,1,12188,,,,354,354,354.0,BEOABDLH_01316,IGIKDAHF_00989,DPGEGJOO_00852,MPBMMNBG_01191,INCINKBK_01334,AAIMJHFH_01769,CEOONHHG_00800,NAIMLHBL_00846,FBJECBCC_00888,DHFEOIJP_01052,EGPCAGCP_00861,FIDFLPKG_01125
group_7729,,hypothetical protein,12,12,1.0,1,12186,,,,240,243,242.25,BEOABDLH_01888,IGIKDAHF_01562,DPGEGJOO_01366,MPBMMNBG_01653,INCINKBK_01773,AAIMJHFH_02323,CEOONHHG_01355,NAIMLHBL_01402,FBJECBCC_01390,DHFEOIJP_01560,EGPCAGCP_01414,FIDFLPKG_01665
tenA_1,tenA_1,Aminopyrimidine aminohydrolase,12,12,1.0,1,12184,,,,699,699,699.0,BEOABDLH_00796,IGIKDAHF_00406,DPGEGJOO_00330,MPBMMNBG_00590,INCINKBK_00774,AAIMJHFH_01248,CEOONHHG_00243,NAIMLHBL_00265,FBJECBCC_00367,DHFEOIJP_00501,EGPCAGCP_00330,FIDFLPKG_00570
